,subfield,description,field,url,content
2257,Artificial intelligence,The implementation and study of systems that exhibit an autonomous intelligence or behavior of their own.,Artificial intelligence,https://en.wikipedia.org/wiki/Artificial_intelligence,integr approach intellig agent paradigm intellig agent system perceiv environ take action maxim chanc success
2258,Artificial intelligence,The implementation and study of systems that exhibit an autonomous intelligence or behavior of their own.,Artificial intelligence,https://en.wikipedia.org/wiki/Artificial_intelligence,simplest intellig agent program solv specif problem
2259,Artificial intelligence,The implementation and study of systems that exhibit an autonomous intelligence or behavior of their own.,Artificial intelligence,https://en.wikipedia.org/wiki/Artificial_intelligence,complic agent includ human be organ human be firm
2260,Artificial intelligence,The implementation and study of systems that exhibit an autonomous intelligence or behavior of their own.,Artificial intelligence,https://en.wikipedia.org/wiki/Artificial_intelligence,paradigm allow research directli compar even combin differ approach isol problem ask agent best maxim given goal function
2261,Artificial intelligence,The implementation and study of systems that exhibit an autonomous intelligence or behavior of their own.,Artificial intelligence,https://en.wikipedia.org/wiki/Artificial_intelligence,agent solv specif problem use approach work agent symbol logic sub symbol artifici neural network other may use new approach
2262,Artificial intelligence,The implementation and study of systems that exhibit an autonomous intelligence or behavior of their own.,Artificial intelligence,https://en.wikipedia.org/wiki/Artificial_intelligence,paradigm also give research common languag commun field decis theori econom also use concept abstract agent
2263,Artificial intelligence,The implementation and study of systems that exhibit an autonomous intelligence or behavior of their own.,Artificial intelligence,https://en.wikipedia.org/wiki/Artificial_intelligence,build complet agent requir research address realist problem integr exampl sensori system give uncertain inform environ plan system must abl function presenc uncertainti
2264,Artificial intelligence,The implementation and study of systems that exhibit an autonomous intelligence or behavior of their own.,Artificial intelligence,https://en.wikipedia.org/wiki/Artificial_intelligence,intellig agent paradigm becam wide accept
2265,Artificial intelligence,The implementation and study of systems that exhibit an autonomous intelligence or behavior of their own.,Artificial intelligence,https://en.wikipedia.org/wiki/Artificial_intelligence,agent architectur cognit architectur research design system build intellig system interact intellig agent multi agent system
2266,Artificial intelligence,The implementation and study of systems that exhibit an autonomous intelligence or behavior of their own.,Artificial intelligence,https://en.wikipedia.org/wiki/Artificial_intelligence,hierarch control system provid bridg sub symbol ai lowest reactiv level tradit symbol ai highest level relax time constraint permit plan world model
2267,Artificial intelligence,The implementation and study of systems that exhibit an autonomous intelligence or behavior of their own.,Artificial intelligence,https://en.wikipedia.org/wiki/Artificial_intelligence,cognit architectur custom built solv narrow problem other soar design mimic human cognit provid insight gener intellig
2268,Artificial intelligence,The implementation and study of systems that exhibit an autonomous intelligence or behavior of their own.,Artificial intelligence,https://en.wikipedia.org/wiki/Artificial_intelligence,modern extens soar hybrid intellig system includ symbol sub symbol compon
2269,Artificial intelligence,The implementation and study of systems that exhibit an autonomous intelligence or behavior of their own.,Artificial intelligence,https://en.wikipedia.org/wiki/Artificial_intelligence,tool applic ai relev intellectu task
2270,Artificial intelligence,The implementation and study of systems that exhibit an autonomous intelligence or behavior of their own.,Artificial intelligence,https://en.wikipedia.org/wiki/Artificial_intelligence,modern artifici intellig techniqu pervas numer list
2271,Artificial intelligence,The implementation and study of systems that exhibit an autonomous intelligence or behavior of their own.,Artificial intelligence,https://en.wikipedia.org/wiki/Artificial_intelligence,frequent techniqu reach mainstream use longer consid artifici intellig phenomenon describ ai effect
2272,Artificial intelligence,The implementation and study of systems that exhibit an autonomous intelligence or behavior of their own.,Artificial intelligence,https://en.wikipedia.org/wiki/Artificial_intelligence,high profil exampl ai includ autonom vehicl drone self drive car medic diagnosi creat art poetri prove mathemat theorem play game chess go search engin googl search onlin assist siri imag recognit photograph spam filter predict flight delay predict judici decis target onlin advertis energi storagewith social media site overtak tv sourc news young peopl news organ increasingli reliant social media platform gener distribut major publish use artifici intellig ai technolog post stori effect gener higher volum traffic
2273,Artificial intelligence,The implementation and study of systems that exhibit an autonomous intelligence or behavior of their own.,Artificial intelligence,https://en.wikipedia.org/wiki/Artificial_intelligence,ai also produc deepfak content alter technolog
2274,Artificial intelligence,The implementation and study of systems that exhibit an autonomous intelligence or behavior of their own.,Artificial intelligence,https://en.wikipedia.org/wiki/Artificial_intelligence,zdnet report present someth actual occur though american believ deepfak caus harm good believ target
2275,Artificial intelligence,The implementation and study of systems that exhibit an autonomous intelligence or behavior of their own.,Artificial intelligence,https://en.wikipedia.org/wiki/Artificial_intelligence,boom elect year also open public discours threat video falsifi politician media
2276,Artificial intelligence,The implementation and study of systems that exhibit an autonomous intelligence or behavior of their own.,Artificial intelligence,https://en.wikipedia.org/wiki/Artificial_intelligence,philosophi ethic three philosoph question relat ai whether artifici gener intellig possibl whether machin solv problem human solv use intellig hard limit machin accomplish
2277,Artificial intelligence,The implementation and study of systems that exhibit an autonomous intelligence or behavior of their own.,Artificial intelligence,https://en.wikipedia.org/wiki/Artificial_intelligence,whether intellig machin danger human ensur machin behav ethic use ethic
2278,Artificial intelligence,The implementation and study of systems that exhibit an autonomous intelligence or behavior of their own.,Artificial intelligence,https://en.wikipedia.org/wiki/Artificial_intelligence,whether machin mind conscious mental state sens human be machin sentient thu deserv certain right machin intent caus harm
2279,Artificial intelligence,The implementation and study of systems that exhibit an autonomous intelligence or behavior of their own.,Artificial intelligence,https://en.wikipedia.org/wiki/Artificial_intelligence,limit artifici gener intellig alan ture polit convent one need decid machin think one need decid machin act intellig human
2280,Artificial intelligence,The implementation and study of systems that exhibit an autonomous intelligence or behavior of their own.,Artificial intelligence,https://en.wikipedia.org/wiki/Artificial_intelligence,approach philosoph problem associ artifici intellig form basi ture test
2281,Artificial intelligence,The implementation and study of systems that exhibit an autonomous intelligence or behavior of their own.,Artificial intelligence,https://en.wikipedia.org/wiki/Artificial_intelligence,dartmouth propos everi aspect learn featur intellig precis describ machin made simul
2282,Artificial intelligence,The implementation and study of systems that exhibit an autonomous intelligence or behavior of their own.,Artificial intelligence,https://en.wikipedia.org/wiki/Artificial_intelligence,conjectur print propos dartmouth confer
2283,Artificial intelligence,The implementation and study of systems that exhibit an autonomous intelligence or behavior of their own.,Artificial intelligence,https://en.wikipedia.org/wiki/Artificial_intelligence,newel simon physic symbol system hypothesi physic symbol system necessari suffici mean gener intellig action
2284,Artificial intelligence,The implementation and study of systems that exhibit an autonomous intelligence or behavior of their own.,Artificial intelligence,https://en.wikipedia.org/wiki/Artificial_intelligence,newel simon argu intellig consist formal oper symbol
2285,Artificial intelligence,The implementation and study of systems that exhibit an autonomous intelligence or behavior of their own.,Artificial intelligence,https://en.wikipedia.org/wiki/Artificial_intelligence,hubert dreyfu argu contrari human expertis depend unconsci instinct rather consciou symbol manipul feel situat rather explicit symbol knowledg
2286,Artificial intelligence,The implementation and study of systems that exhibit an autonomous intelligence or behavior of their own.,Artificial intelligence,https://en.wikipedia.org/wiki/Artificial_intelligence,see dreyfu critiqu ai
2287,Artificial intelligence,The implementation and study of systems that exhibit an autonomous intelligence or behavior of their own.,Artificial intelligence,https://en.wikipedia.org/wiki/Artificial_intelligence,g delian argument g del john luca roger penros detail argument onward made highli technic argument human mathematician consist see truth g del statement therefor comput abil beyond mechan ture machin
2288,Artificial intelligence,The implementation and study of systems that exhibit an autonomous intelligence or behavior of their own.,Artificial intelligence,https://en.wikipedia.org/wiki/Artificial_intelligence,howev peopl agre g delian argument
2289,Artificial intelligence,The implementation and study of systems that exhibit an autonomous intelligence or behavior of their own.,Artificial intelligence,https://en.wikipedia.org/wiki/Artificial_intelligence,artifici brain argument argument assert brain simul machin brain exhibit intellig simul brain must also exhibit intellig ergo machin intellig
2290,Artificial intelligence,The implementation and study of systems that exhibit an autonomous intelligence or behavior of their own.,Artificial intelligence,https://en.wikipedia.org/wiki/Artificial_intelligence,han moravec ray kurzweil other argu technolog feasibl copi brain directli hardwar softwar simul essenti ident origin
2291,Artificial intelligence,The implementation and study of systems that exhibit an autonomous intelligence or behavior of their own.,Artificial intelligence,https://en.wikipedia.org/wiki/Artificial_intelligence,ai effect hypothesi claim machin alreadi intellig observ fail recogn
2292,Artificial intelligence,The implementation and study of systems that exhibit an autonomous intelligence or behavior of their own.,Artificial intelligence,https://en.wikipedia.org/wiki/Artificial_intelligence,exampl deep blue beat garri kasparov chess machin could describ exhibit intellig
2293,Artificial intelligence,The implementation and study of systems that exhibit an autonomous intelligence or behavior of their own.,Artificial intelligence,https://en.wikipedia.org/wiki/Artificial_intelligence,howev onlook commonli discount behavior artifici intellig program argu real intellig real intellig effect defin whatev behavior machin cannot
2294,Artificial intelligence,The implementation and study of systems that exhibit an autonomous intelligence or behavior of their own.,Artificial intelligence,https://en.wikipedia.org/wiki/Artificial_intelligence,ethic machin machin intellig potenti use intellig prevent harm minim risk may abil use ethic reason better choos action world
2295,Artificial intelligence,The implementation and study of systems that exhibit an autonomous intelligence or behavior of their own.,Artificial intelligence,https://en.wikipedia.org/wiki/Artificial_intelligence,need polici make devis polici regul artifici intellig robot
2296,Artificial intelligence,The implementation and study of systems that exhibit an autonomous intelligence or behavior of their own.,Artificial intelligence,https://en.wikipedia.org/wiki/Artificial_intelligence,research area includ machin ethic artifici moral agent friendli ai discuss toward build human right framework also talk
2297,Artificial intelligence,The implementation and study of systems that exhibit an autonomous intelligence or behavior of their own.,Artificial intelligence,https://en.wikipedia.org/wiki/Artificial_intelligence,joseph weizenbaum comput power human reason wrote ai applic cannot definit success simul genuin human empathi use ai technolog field custom servic psychotherapi deepli misguid
2298,Artificial intelligence,The implementation and study of systems that exhibit an autonomous intelligence or behavior of their own.,Artificial intelligence,https://en.wikipedia.org/wiki/Artificial_intelligence,weizenbaum also bother ai research philosoph will view human mind noth comput program posit known computation
2299,Artificial intelligence,The implementation and study of systems that exhibit an autonomous intelligence or behavior of their own.,Artificial intelligence,https://en.wikipedia.org/wiki/Artificial_intelligence,weizenbaum point suggest ai research devalu human life
2300,Artificial intelligence,The implementation and study of systems that exhibit an autonomous intelligence or behavior of their own.,Artificial intelligence,https://en.wikipedia.org/wiki/Artificial_intelligence,artifici moral agent wendel wallach introduc concept artifici moral agent ama book moral machin wallach ama becom part research landscap artifici intellig guid two central question identifi human want comput make moral decis ro bot realli moral
2301,Artificial intelligence,The implementation and study of systems that exhibit an autonomous intelligence or behavior of their own.,Artificial intelligence,https://en.wikipedia.org/wiki/Artificial_intelligence,wallach question center issu whether machin demonstr equival moral behavior unlik constraint societi may place develop ama
2302,Artificial intelligence,The implementation and study of systems that exhibit an autonomous intelligence or behavior of their own.,Artificial intelligence,https://en.wikipedia.org/wiki/Artificial_intelligence,machin ethic field machin ethic concern give machin ethic principl procedur discov way resolv ethic dilemma might encount enabl function ethic respons manner ethic decis make
2303,Artificial intelligence,The implementation and study of systems that exhibit an autonomous intelligence or behavior of their own.,Artificial intelligence,https://en.wikipedia.org/wiki/Artificial_intelligence,field delin aaai fall symposium machin ethic past research concern relationship technolog ethic larg focus respons irrespons use technolog human be peopl interest human be ought treat machin
2304,Artificial intelligence,The implementation and study of systems that exhibit an autonomous intelligence or behavior of their own.,Artificial intelligence,https://en.wikipedia.org/wiki/Artificial_intelligence,case human be engag ethic reason
2305,Artificial intelligence,The implementation and study of systems that exhibit an autonomous intelligence or behavior of their own.,Artificial intelligence,https://en.wikipedia.org/wiki/Artificial_intelligence,time come ad ethic dimens least machin
2306,Artificial intelligence,The implementation and study of systems that exhibit an autonomous intelligence or behavior of their own.,Artificial intelligence,https://en.wikipedia.org/wiki/Artificial_intelligence,recognit ethic ramif behavior involv machin well recent potenti develop machin autonomi necessit
2307,Artificial intelligence,The implementation and study of systems that exhibit an autonomous intelligence or behavior of their own.,Artificial intelligence,https://en.wikipedia.org/wiki/Artificial_intelligence,contrast comput hack softwar properti issu privaci issu topic normal ascrib comput ethic machin ethic concern behavior machin toward human user machin
2308,Artificial intelligence,The implementation and study of systems that exhibit an autonomous intelligence or behavior of their own.,Artificial intelligence,https://en.wikipedia.org/wiki/Artificial_intelligence,research machin ethic key allevi concern autonom system could argu notion autonom machin without dimens root fear concern machin intellig
2309,Artificial intelligence,The implementation and study of systems that exhibit an autonomous intelligence or behavior of their own.,Artificial intelligence,https://en.wikipedia.org/wiki/Artificial_intelligence,investig machin ethic could enabl discoveri problem current ethic theori advanc think ethic
2310,Artificial intelligence,The implementation and study of systems that exhibit an autonomous intelligence or behavior of their own.,Artificial intelligence,https://en.wikipedia.org/wiki/Artificial_intelligence,machin ethic sometim refer machin moral comput ethic comput moral
2311,Artificial intelligence,The implementation and study of systems that exhibit an autonomous intelligence or behavior of their own.,Artificial intelligence,https://en.wikipedia.org/wiki/Artificial_intelligence,varieti perspect nascent field found collect edit machin ethic stem aaai fall symposium machin ethic
2312,Artificial intelligence,The implementation and study of systems that exhibit an autonomous intelligence or behavior of their own.,Artificial intelligence,https://en.wikipedia.org/wiki/Artificial_intelligence,malevol friendli ai polit scientist charl
2313,Artificial intelligence,The implementation and study of systems that exhibit an autonomous intelligence or behavior of their own.,Artificial intelligence,https://en.wikipedia.org/wiki/Artificial_intelligence,rubin believ ai neither design guarante benevol
2314,Artificial intelligence,The implementation and study of systems that exhibit an autonomous intelligence or behavior of their own.,Artificial intelligence,https://en.wikipedia.org/wiki/Artificial_intelligence,argu suffici advanc benevol may indistinguish malevol
2315,Artificial intelligence,The implementation and study of systems that exhibit an autonomous intelligence or behavior of their own.,Artificial intelligence,https://en.wikipedia.org/wiki/Artificial_intelligence,human assum machin robot would treat us favor priori reason believ would sympathet system moral evolv along particular biolog ai would share
2316,Artificial intelligence,The implementation and study of systems that exhibit an autonomous intelligence or behavior of their own.,Artificial intelligence,https://en.wikipedia.org/wiki/Artificial_intelligence,hyper intellig softwar may necessarili decid support continu exist human would extrem difficult stop
2317,Artificial intelligence,The implementation and study of systems that exhibit an autonomous intelligence or behavior of their own.,Artificial intelligence,https://en.wikipedia.org/wiki/Artificial_intelligence,topic also recent begun discuss academ public real sourc risk civil human planet earth
2318,Artificial intelligence,The implementation and study of systems that exhibit an autonomous intelligence or behavior of their own.,Artificial intelligence,https://en.wikipedia.org/wiki/Artificial_intelligence,one propos deal ensur first gener intellig ai friendli ai abl control subsequ develop ai
2319,Artificial intelligence,The implementation and study of systems that exhibit an autonomous intelligence or behavior of their own.,Artificial intelligence,https://en.wikipedia.org/wiki/Artificial_intelligence,question whether kind check could actual remain place
2320,Artificial intelligence,The implementation and study of systems that exhibit an autonomous intelligence or behavior of their own.,Artificial intelligence,https://en.wikipedia.org/wiki/Artificial_intelligence,lead ai research rodney brook write think mistak worri us develop malevol ai anytim next hundr year
2321,Artificial intelligence,The implementation and study of systems that exhibit an autonomous intelligence or behavior of their own.,Artificial intelligence,https://en.wikipedia.org/wiki/Artificial_intelligence,think worri stem fundament error distinguish differ real recent advanc particular aspect ai enorm complex build sentient volit intellig
2322,Artificial intelligence,The implementation and study of systems that exhibit an autonomous intelligence or behavior of their own.,Artificial intelligence,https://en.wikipedia.org/wiki/Artificial_intelligence,lethal autonom weapon concern
2323,Artificial intelligence,The implementation and study of systems that exhibit an autonomous intelligence or behavior of their own.,Artificial intelligence,https://en.wikipedia.org/wiki/Artificial_intelligence,current countri research battlefield robot includ unit state china russia unit kingdom
2324,Artificial intelligence,The implementation and study of systems that exhibit an autonomous intelligence or behavior of their own.,Artificial intelligence,https://en.wikipedia.org/wiki/Artificial_intelligence,mani peopl concern risk superintellig ai also want limit use artifici soldier drone
2325,Artificial intelligence,The implementation and study of systems that exhibit an autonomous intelligence or behavior of their own.,Artificial intelligence,https://en.wikipedia.org/wiki/Artificial_intelligence,machin conscious sentienc mind ai system replic key aspect human intellig system also sentient mind consciou experi question close relat philosoph problem natur human conscious gener refer hard problem conscious
2326,Artificial intelligence,The implementation and study of systems that exhibit an autonomous intelligence or behavior of their own.,Artificial intelligence,https://en.wikipedia.org/wiki/Artificial_intelligence,conscious david chalmer identifi two problem understand mind name hard easi problem conscious
2327,Artificial intelligence,The implementation and study of systems that exhibit an autonomous intelligence or behavior of their own.,Artificial intelligence,https://en.wikipedia.org/wiki/Artificial_intelligence,easi problem understand brain process signal make plan control behavior
2328,Artificial intelligence,The implementation and study of systems that exhibit an autonomous intelligence or behavior of their own.,Artificial intelligence,https://en.wikipedia.org/wiki/Artificial_intelligence,hard problem explain feel feel like anyth
2329,Artificial intelligence,The implementation and study of systems that exhibit an autonomous intelligence or behavior of their own.,Artificial intelligence,https://en.wikipedia.org/wiki/Artificial_intelligence,human inform process easi explain howev human subject experi difficult explain
2330,Artificial intelligence,The implementation and study of systems that exhibit an autonomous intelligence or behavior of their own.,Artificial intelligence,https://en.wikipedia.org/wiki/Artificial_intelligence,exampl consid happen person shown color swatch identifi say red
2331,Artificial intelligence,The implementation and study of systems that exhibit an autonomous intelligence or behavior of their own.,Artificial intelligence,https://en.wikipedia.org/wiki/Artificial_intelligence,easi problem requir understand machineri brain make possibl person know color swatch red
2332,Artificial intelligence,The implementation and study of systems that exhibit an autonomous intelligence or behavior of their own.,Artificial intelligence,https://en.wikipedia.org/wiki/Artificial_intelligence,hard problem peopl also know someth els also know red look like
2333,Artificial intelligence,The implementation and study of systems that exhibit an autonomous intelligence or behavior of their own.,Artificial intelligence,https://en.wikipedia.org/wiki/Artificial_intelligence,consid person born blind know someth red without know red look like
2334,Artificial intelligence,The implementation and study of systems that exhibit an autonomous intelligence or behavior of their own.,Artificial intelligence,https://en.wikipedia.org/wiki/Artificial_intelligence,everyon know subject experi exist everi day e
2335,Artificial intelligence,The implementation and study of systems that exhibit an autonomous intelligence or behavior of their own.,Artificial intelligence,https://en.wikipedia.org/wiki/Artificial_intelligence,sight peopl know red look like
2336,Artificial intelligence,The implementation and study of systems that exhibit an autonomous intelligence or behavior of their own.,Artificial intelligence,https://en.wikipedia.org/wiki/Artificial_intelligence,hard problem explain brain creat exist differ knowledg aspect brain
2337,Artificial intelligence,The implementation and study of systems that exhibit an autonomous intelligence or behavior of their own.,Artificial intelligence,https://en.wikipedia.org/wiki/Artificial_intelligence,computation function computation posit philosophi mind human mind human brain inform process system think form comput
2338,Artificial intelligence,The implementation and study of systems that exhibit an autonomous intelligence or behavior of their own.,Artificial intelligence,https://en.wikipedia.org/wiki/Artificial_intelligence,computation argu relationship mind bodi similar ident relationship softwar hardwar thu may solut mind bodi problem
2339,Artificial intelligence,The implementation and study of systems that exhibit an autonomous intelligence or behavior of their own.,Artificial intelligence,https://en.wikipedia.org/wiki/Artificial_intelligence,philosoph posit inspir work ai research cognit scientist origin propos philosoph jerri fodor hilari putnam
2340,Artificial intelligence,The implementation and study of systems that exhibit an autonomous intelligence or behavior of their own.,Artificial intelligence,https://en.wikipedia.org/wiki/Artificial_intelligence,strong ai hypothesi philosoph posit john searl name strong ai state appropri program comput right input output would therebi mind exactli sens human be mind
2341,Artificial intelligence,The implementation and study of systems that exhibit an autonomous intelligence or behavior of their own.,Artificial intelligence,https://en.wikipedia.org/wiki/Artificial_intelligence,searl counter assert chines room argument ask us look insid comput tri find mind might
2342,Artificial intelligence,The implementation and study of systems that exhibit an autonomous intelligence or behavior of their own.,Artificial intelligence,https://en.wikipedia.org/wiki/Artificial_intelligence,robot right machin creat intellig could also feel feel right human issu known robot right current consid exampl california institut futur although mani critic believ discuss prematur
2343,Artificial intelligence,The implementation and study of systems that exhibit an autonomous intelligence or behavior of their own.,Artificial intelligence,https://en.wikipedia.org/wiki/Artificial_intelligence,critic transhuman argu hypothet robot right would lie spectrum anim right human right
2344,Artificial intelligence,The implementation and study of systems that exhibit an autonomous intelligence or behavior of their own.,Artificial intelligence,https://en.wikipedia.org/wiki/Artificial_intelligence,subject profoundli discuss documentari film plug pray mani sci fi media star trek next gener charact command data fought disassembl research want becom human robot hologram voyag
2345,Artificial intelligence,The implementation and study of systems that exhibit an autonomous intelligence or behavior of their own.,Artificial intelligence,https://en.wikipedia.org/wiki/Artificial_intelligence,superintellig limit intellig machin human machin hybrid superintellig hyperintellig superhuman intellig hypothet agent would possess intellig far surpass brightest gift human mind
2346,Artificial intelligence,The implementation and study of systems that exhibit an autonomous intelligence or behavior of their own.,Artificial intelligence,https://en.wikipedia.org/wiki/Artificial_intelligence,superintellig may also refer form degre intellig possess agent
2347,Artificial intelligence,The implementation and study of systems that exhibit an autonomous intelligence or behavior of their own.,Artificial intelligence,https://en.wikipedia.org/wiki/Artificial_intelligence,technolog singular research strong ai produc suffici intellig softwar might abl reprogram improv
2348,Artificial intelligence,The implementation and study of systems that exhibit an autonomous intelligence or behavior of their own.,Artificial intelligence,https://en.wikipedia.org/wiki/Artificial_intelligence,improv softwar would even better improv lead recurs self improv
2349,Artificial intelligence,The implementation and study of systems that exhibit an autonomous intelligence or behavior of their own.,Artificial intelligence,https://en.wikipedia.org/wiki/Artificial_intelligence,new intellig could thu increas exponenti dramat surpass human
2350,Artificial intelligence,The implementation and study of systems that exhibit an autonomous intelligence or behavior of their own.,Artificial intelligence,https://en.wikipedia.org/wiki/Artificial_intelligence,scienc fiction writer vernor ving name scenario singular
2351,Artificial intelligence,The implementation and study of systems that exhibit an autonomous intelligence or behavior of their own.,Artificial intelligence,https://en.wikipedia.org/wiki/Artificial_intelligence,technolog singular acceler progress technolog caus runaway effect wherein artifici intellig exceed human intellectu capac control thu radic chang even end civil
2352,Artificial intelligence,The implementation and study of systems that exhibit an autonomous intelligence or behavior of their own.,Artificial intelligence,https://en.wikipedia.org/wiki/Artificial_intelligence,capabl intellig may imposs comprehend technolog singular occurr beyond event unpredict even unfathom
2353,Artificial intelligence,The implementation and study of systems that exhibit an autonomous intelligence or behavior of their own.,Artificial intelligence,https://en.wikipedia.org/wiki/Artificial_intelligence,ray kurzweil use moor law describ relentless exponenti improv digit technolog calcul desktop comput process power human brain year predict singular occur
2354,Artificial intelligence,The implementation and study of systems that exhibit an autonomous intelligence or behavior of their own.,Artificial intelligence,https://en.wikipedia.org/wiki/Artificial_intelligence,transhuman robot design han moravec cyberneticist kevin warwick inventor ray kurzweil predict human machin merg futur cyborg capabl power either
2355,Artificial intelligence,The implementation and study of systems that exhibit an autonomous intelligence or behavior of their own.,Artificial intelligence,https://en.wikipedia.org/wiki/Artificial_intelligence,idea call transhuman root aldou huxley robert etting
2356,Artificial intelligence,The implementation and study of systems that exhibit an autonomous intelligence or behavior of their own.,Artificial intelligence,https://en.wikipedia.org/wiki/Artificial_intelligence,edward fredkin argu artifici intellig next stage evolut idea first propos samuel butler darwin among machin far back expand upon georg dyson book name
2357,Artificial intelligence,The implementation and study of systems that exhibit an autonomous intelligence or behavior of their own.,Artificial intelligence,https://en.wikipedia.org/wiki/Artificial_intelligence,impact long term econom effect ai uncertain
2358,Artificial intelligence,The implementation and study of systems that exhibit an autonomous intelligence or behavior of their own.,Artificial intelligence,https://en.wikipedia.org/wiki/Artificial_intelligence,survey economist show disagr whether increas use robot ai caus substanti increas long term unemploy gener agre could net benefit product gain redistribut
2359,Artificial intelligence,The implementation and study of systems that exhibit an autonomous intelligence or behavior of their own.,Artificial intelligence,https://en.wikipedia.org/wiki/Artificial_intelligence,februari european union white paper artifici intellig advoc artifici intellig econom benefit includ improv healthcar e
2360,Artificial intelligence,The implementation and study of systems that exhibit an autonomous intelligence or behavior of their own.,Artificial intelligence,https://en.wikipedia.org/wiki/Artificial_intelligence,make diagnosi precis enabl better prevent diseas increas effici farm contribut climat chang mitig adapt improv effici product system predict mainten acknowledg potenti risk
2361,Artificial intelligence,The implementation and study of systems that exhibit an autonomous intelligence or behavior of their own.,Artificial intelligence,https://en.wikipedia.org/wiki/Artificial_intelligence,relationship autom employ complic
2362,Artificial intelligence,The implementation and study of systems that exhibit an autonomous intelligence or behavior of their own.,Artificial intelligence,https://en.wikipedia.org/wiki/Artificial_intelligence,autom elimin old job also creat new job micro econom macro econom effect
2363,Artificial intelligence,The implementation and study of systems that exhibit an autonomous intelligence or behavior of their own.,Artificial intelligence,https://en.wikipedia.org/wiki/Artificial_intelligence,unlik previou wave autom mani middl class job may elimin artifici intellig economist state worri ai could white collar job steam power blue collar one industri revolut worth take serious
2364,Artificial intelligence,The implementation and study of systems that exhibit an autonomous intelligence or behavior of their own.,Artificial intelligence,https://en.wikipedia.org/wiki/Artificial_intelligence,subject estim risk vari wide exampl michael osborn carl benedikt frey estim u
2365,Artificial intelligence,The implementation and study of systems that exhibit an autonomous intelligence or behavior of their own.,Artificial intelligence,https://en.wikipedia.org/wiki/Artificial_intelligence,job high risk potenti autom oecd report classifi u
2366,Artificial intelligence,The implementation and study of systems that exhibit an autonomous intelligence or behavior of their own.,Artificial intelligence,https://en.wikipedia.org/wiki/Artificial_intelligence,job extrem risk rang paraleg fast food cook job demand like increas care relat profess rang person healthcar clergi
2367,Artificial intelligence,The implementation and study of systems that exhibit an autonomous intelligence or behavior of their own.,Artificial intelligence,https://en.wikipedia.org/wiki/Artificial_intelligence,author martin ford other go argu mani job routin repetit ai predict ford warn job may autom next coupl decad mani new job may access peopl averag capabl even retrain
2368,Artificial intelligence,The implementation and study of systems that exhibit an autonomous intelligence or behavior of their own.,Artificial intelligence,https://en.wikipedia.org/wiki/Artificial_intelligence,economist point past technolog tend increas rather reduc total employ acknowledg unchart territori ai
2369,Artificial intelligence,The implementation and study of systems that exhibit an autonomous intelligence or behavior of their own.,Artificial intelligence,https://en.wikipedia.org/wiki/Artificial_intelligence,potenti neg effect ai autom major issu andrew yang presidenti campaign unit state
2370,Artificial intelligence,The implementation and study of systems that exhibit an autonomous intelligence or behavior of their own.,Artificial intelligence,https://en.wikipedia.org/wiki/Artificial_intelligence,irakli beridz head centr artifici intellig robot unicri unit nation express think danger applic ai point view would crimin larg terrorist organ use disrupt larg process simpli pure harm
2371,Artificial intelligence,The implementation and study of systems that exhibit an autonomous intelligence or behavior of their own.,Artificial intelligence,https://en.wikipedia.org/wiki/Artificial_intelligence,terrorist could caus harm via digit warfar could combin robot drone ai thing well could realli danger
2372,Artificial intelligence,The implementation and study of systems that exhibit an autonomous intelligence or behavior of their own.,Artificial intelligence,https://en.wikipedia.org/wiki/Artificial_intelligence,cours risk come thing like job loss
2373,Artificial intelligence,The implementation and study of systems that exhibit an autonomous intelligence or behavior of their own.,Artificial intelligence,https://en.wikipedia.org/wiki/Artificial_intelligence,massiv number peopl lose job find solut extrem danger
2374,Artificial intelligence,The implementation and study of systems that exhibit an autonomous intelligence or behavior of their own.,Artificial intelligence,https://en.wikipedia.org/wiki/Artificial_intelligence,thing like lethal autonom weapon system properli govern otherwis massiv potenti misus
2375,Artificial intelligence,The implementation and study of systems that exhibit an autonomous intelligence or behavior of their own.,Artificial intelligence,https://en.wikipedia.org/wiki/Artificial_intelligence,risk narrow ai widespread use artifici intellig could unintend consequ danger undesir
2376,Artificial intelligence,The implementation and study of systems that exhibit an autonomous intelligence or behavior of their own.,Artificial intelligence,https://en.wikipedia.org/wiki/Artificial_intelligence,scientist futur life institut among other describ short term research goal see ai influenc economi law ethic involv ai minim ai secur risk
2377,Artificial intelligence,The implementation and study of systems that exhibit an autonomous intelligence or behavior of their own.,Artificial intelligence,https://en.wikipedia.org/wiki/Artificial_intelligence,long term scientist propos continu optim function minim possibl secur risk come along new technolog
2378,Artificial intelligence,The implementation and study of systems that exhibit an autonomous intelligence or behavior of their own.,Artificial intelligence,https://en.wikipedia.org/wiki/Artificial_intelligence,concern algorithm bia ai program may unintent becom bias process data exhibit bia
2379,Artificial intelligence,The implementation and study of systems that exhibit an autonomous intelligence or behavior of their own.,Artificial intelligence,https://en.wikipedia.org/wiki/Artificial_intelligence,algorithm alreadi numer applic legal system
2380,Artificial intelligence,The implementation and study of systems that exhibit an autonomous intelligence or behavior of their own.,Artificial intelligence,https://en.wikipedia.org/wiki/Artificial_intelligence,exampl compa commerci program wide use u
2381,Artificial intelligence,The implementation and study of systems that exhibit an autonomous intelligence or behavior of their own.,Artificial intelligence,https://en.wikipedia.org/wiki/Artificial_intelligence,court assess likelihood defend becom recidivist
